txn_id,account_id,customer_id,timestamp,amount,currency,direction,channel,counterparty,counterparty_country,asset_type,crypto_symbol,wallet_type,buyer_id,is_conversion
TXN921FB64557,ACC0EE28409,CUST0047,2026-04-03T02:04:48,915.97,USD,debit,ach,Merchant/Farouk,SG,FIAT,,,,False
TXN8C2BE3420C,ACCCFFF58EB,CUST0060,2026-04-03T03:09:48,465.28,USD,credit,card,Merchant/Muller,FR,FIAT,,,,False
TXNEC80AA444C,ACC703F936B,CUST0074,2026-04-03T04:56:25,5973.11,USD,credit,wire,Merchant/Santos,NL,FIAT,,,,False
TXNAF602754A0,ACCCFFF58EB,CUST0060,2026-04-03T05:40:58,93.79,USD,debit,card,Merchant/Kowalski,FR,FIAT,,,,False
TXN42E91ABCF6,ACCEA07313F,CUST0075,2026-04-03T05:54:58,959.8,USD,debit,card,Merchant/Okafor,SG,FIAT,,,,False
TXND178138EEC,ACC961021F3,CUST0058,2026-04-03T07:11:26,396.53,USD,credit,ach,Merchant/Tanaka,DE,FIAT,,,,False
TXN138C06ED8A,ACC62036A3C,CUST0013,2026-04-03T07:42:53,224.24,ETH,credit,crypto,NovaCrypto,SG,CRYPTO,ETH,exchange_wallet,BUYER-040FD5,False
TXN439943F617,ACCDDE58137,CUST0063,2026-04-03T09:27:12,1095.74,USD,credit,ach,Merchant/Garcia,CA,FIAT,,,,False
TXN016F641776,ACC95EBD168,CUST0027,2026-04-03T09:52:56,510.22,USD,credit,card,Merchant/Kowalski,AU,FIAT,,,,False
TXN9E28487917,ACCEE612836,CUST0031,2026-04-03T10:02:57,330.39,USD,debit,ach,Merchant/Tanaka,SG,FIAT,,,,False
TXN760A1F377B,ACC27103F42,CUST0020,2026-04-03T10:53:18,3271.56,SOL,debit,crypto,ClearChain Exchange,DE,CRYPTO,SOL,exchange_wallet,,False
TXN0D31D2E115,ACCC5335F93,CUST0087,2026-04-03T10:54:55,2125.35,USD,debit,wire,Merchant/Okafor,AU,FIAT,,,,False
TXND2A7261A81,ACCC67FF9ED,CUST0076,2026-04-03T11:14:31,1190.22,USD,credit,wire,Merchant/Kowalski,DE,FIAT,,,,False
TXN8E6727BBFA,ACC7DD16C55,CUST0002,2026-04-03T12:04:19,344.09,USD,debit,card,Merchant/Kim,NL,FIAT,,,,False
TXN45070ACD96,ACCC67FF9ED,CUST0076,2026-04-03T13:06:26,308.82,USD,debit,card,Merchant/Ivanov,DE,FIAT,,,,False
TXN4872237866,ACC2F9105AC,CUST0005,2026-04-03T13:14:46,1008.93,USD,credit,wire,Merchant/Tanaka,CA,FIAT,,,,False
TXNE1D21B0B21,ACC64971567,CUST0068,2026-04-03T15:43:49,564.71,ETH,debit,crypto,CoinBridge Exchange,DE,CRYPTO,ETH,exchange_wallet,,False
TXN505E1C9043,ACC57556A6E,CUST0080,2026-04-03T16:26:14,542.47,USD,credit,card,Merchant/Petrov,NL,FIAT,,,,False
TXN32D4A52EE4,ACC0BB1FA13,CUST0057,2026-04-03T17:21:30,3159.43,XRP,credit,crypto,NovaCrypto,CA,CRYPTO,XRP,exchange_wallet,BUYER-C2728D,False
TXNAECBA827D3,ACC2F9105AC,CUST0005,2026-04-03T18:06:54,1049.02,USD,debit,card,Merchant/Okafor,CA,FIAT,,,,False
TXN68F2171666,ACCF1E2B839,CUST0032,2026-04-03T19:33:28,1266.68,USD,credit,wire,Merchant/Garcia,CA,FIAT,,,,False
TXNE826803ED0,ACC16F48D07,CUST0040,2026-04-03T19:54:19,3308.95,USD,credit,ach,Merchant/Haddad,FR,FIAT,,,,False
TXN9B561F52B5,ACC9D86F917,CUST0063,2026-04-03T20:38:43,4129.94,USD,debit,ach,Merchant/Khan,CA,FIAT,,,,False
TXN3EE9060BF1,ACC111E36C4,CUST0030,2026-04-03T20:39:37,9999.56,USD,credit,card,Merchant/Rossi,NL,FIAT,,,,False
TXN77C4DDE5C7,ACCA86BE06F,CUST0050,2026-04-03T21:07:41,121.73,USD,debit,ach,Merchant/Muller,NL,FIAT,,,,False
TXN07EB6B4190,ACC0EE28409,CUST0047,2026-04-03T21:56:45,554.37,USD,debit,card,Merchant/Novak,SG,FIAT,,,,False
TXNF4C9DA724E,ACC2F9105AC,CUST0005,2026-04-03T22:34:16,810.82,USD,credit,wire,Merchant/Ivanov,CA,FIAT,,,,False
TXNA9FDBAF4C2,ACC703F936B,CUST0074,2026-04-03T23:58:42,872.67,USD,debit,wire,Merchant/Adeyemi,NL,FIAT,,,,False
TXN167CDBC884,ACCBA968A55,CUST0066,2026-04-04T00:56:54,4297.31,USD,credit,card,Merchant/Farouk,NL,FIAT,,,,False
TXN83E4E6183C,ACC586AEF9F,CUST0085,2026-04-04T01:06:22,193.14,USD,debit,wire,Merchant/Smith,DE,FIAT,,,,False
TXNB9C120525F,ACCCD78BF1B,CUST0026,2026-04-04T01:57:10,4507.38,USD,credit,card,Merchant/Reyes,DE,FIAT,,,,False
TXN8A40B64277,ACC81B90DDF,CUST0074,2026-04-04T03:11:11,1970.23,USD,debit,wire,Merchant/Muller,NL,FIAT,,,,False
TXNF294229E59,ACC4A13B151,CUST0004,2026-04-04T03:27:47,1191.89,USD,debit,wire,Merchant/Adeyemi,GB,FIAT,,,,False
TXND101BDA6C0,ACCDCF7FDD7,CUST0067,2026-04-04T03:57:44,8442.69,USD,debit,ach,Merchant/Moreau,NL,FIAT,,,,False
TXN1E2ADAA356,ACC52C9E5CD,CUST0044,2026-04-04T03:58:50,436.62,USD,debit,wire,Merchant/Kim,CA,FIAT,,,,False
TXNA3E3EA68AA,ACC8E73C8F5,CUST0059,2026-04-04T04:08:14,215.8,ETH,credit,crypto,CoinBridge Exchange,CA,CRYPTO,ETH,exchange_wallet,BUYER-27D6E6,False
TXNF3F2D0D2D3,ACC163A7066,CUST0075,2026-04-04T04:31:26,518.09,USD,credit,wire,Merchant/Khan,SG,FIAT,,,,False
TXN8DAD9919F9,ACC4871A11C,CUST0033,2026-04-04T05:06:23,494.55,USD,credit,card,Merchant/Rossi,NL,FIAT,,,,False
TXN77D77712F7,ACCD8848F30,CUST0016,2026-04-04T05:51:26,3057.22,USD,credit,card,Merchant/Silva,CA,FIAT,,,,False
TXN3AA44765CA,ACC5D8749DD,CUST0035,2026-04-04T06:20:29,983.9,USD,credit,wire,Merchant/Nguyen,SG,FIAT,,,,False
TXNE3BD526962,ACC64971567,CUST0068,2026-04-04T07:24:07,392.57,USD,credit,card,Merchant/Volkov,DE,FIAT,,,,False
TXNB38975CD4B,ACCC60BE801,CUST0076,2026-04-04T07:44:41,1122.14,USD,debit,ach,Merchant/Garcia,DE,FIAT,,,,False
TXNDCAC8534A4,ACCC60BE801,CUST0076,2026-04-04T07:45:02,1174.82,USD,credit,wire,Merchant/Garcia,DE,FIAT,,,,False
TXN55D29C30C7,ACCC0175359,CUST0049,2026-04-04T08:24:30,378.71,USD,credit,wire,Merchant/Volkov,AU,FIAT,,,,False
TXNEC8738CBCB,ACCC5335F93,CUST0087,2026-04-04T08:28:12,8491.87,USD,credit,ach,Merchant/Tanaka,AU,FIAT,,,,False
TXND684F39D28,ACCC503EFC8,CUST0014,2026-04-04T08:44:20,1263.45,USDT,debit,crypto,NovaCrypto,NL,CRYPTO,USDT,exchange_wallet,,False
TXNE15D8675DB,ACC41382873,CUST0029,2026-04-04T08:46:13,801.8,USD,credit,wire,Merchant/Smith,NL,FIAT,,,,False
TXN5C094B55E9,ACCBE7FE883,CUST0017,2026-04-04T08:55:23,5410.15,USD,debit,card,Merchant/Moreau,US,FIAT,,,,False
TXNC4C5E9D0E4,ACCFFF6AE73,CUST0073,2026-04-04T09:09:07,1671.15,USD,credit,ach,Merchant/Petrov,DE,FIAT,,,,False
TXNADACB8E02D,ACCAF58DD2C,CUST0033,2026-04-04T09:13:54,278.49,USD,debit,card,Merchant/Tanaka,NL,FIAT,,,,False
TXNDDB52E03CC,ACC35543B56,CUST0064,2026-04-04T10:57:15,2948.65,USDT,debit,crypto,ClearChain Exchange,FR,CRYPTO,USDT,exchange_wallet,,False
TXN7BB955882A,ACCEE612836,CUST0031,2026-04-04T11:30:48,536.07,USD,debit,ach,Merchant/Silva,SG,FIAT,,,,False
TXNAF399A7751,ACCDB6B7A26,CUST0065,2026-04-04T11:34:39,5030.66,USD,debit,wire,Merchant/Adeyemi,CA,FIAT,,,,False
TXN7120B95BFA,ACCFFF6AE73,CUST0073,2026-04-04T13:18:46,817.33,USD,credit,card,Merchant/Petrov,DE,FIAT,,,,False
TXN78F5D07C6C,ACC94EF9BD4,CUST0071,2026-04-04T13:35:22,4699.76,XRP,credit,crypto,NovaCrypto,SG,CRYPTO,XRP,exchange_wallet,,True
TXN2018434219,ACCBFA7080B,CUST0053,2026-04-04T13:35:46,1211.57,USD,debit,card,Merchant/Novak,SG,FIAT,,,,False
TXN6E0ECF7D03,ACC78072F9C,CUST0046,2026-04-04T13:44:27,484.96,USD,credit,ach,Merchant/Abara,NL,FIAT,,,,False
TXNCF0F569629,ACC1DAE138B,CUST0043,2026-04-04T14:08:48,446.76,USD,credit,ach,Merchant/Andersson,US,FIAT,,,,False
TXN1C698F5471,ACC1DAE138B,CUST0043,2026-04-04T14:26:04,552.26,USD,debit,wire,Merchant/Garcia,US,FIAT,,,,False
TXNB06FFD3343,ACC961021F3,CUST0058,2026-04-04T15:10:03,439.65,USD,credit,card,Merchant/Rossi,DE,FIAT,,,,False
TXNC3595A70F4,ACCF945E5E7,CUST0018,2026-04-04T15:54:22,865.3,USD,debit,wire,Merchant/Kim,FR,FIAT,,,,False
TXNCD27617C7C,ACCFC5E29A7,CUST0021,2026-04-04T16:16:53,290.26,ETH,credit,crypto,CoinBridge Exchange,US,CRYPTO,ETH,exchange_wallet,BUYER-35F0C8,False
TXNB5F0979EBC,ACCFFF6AE73,CUST0073,2026-04-04T17:12:57,760.92,USD,debit,wire,Merchant/Andersson,DE,FIAT,,,,False
TXN84DDC6BD2F,ACCC5335F93,CUST0087,2026-04-04T19:45:55,7759.72,USD,debit,wire,Merchant/Volkov,AU,FIAT,,,,False
TXND007E78445,ACCFFF6AE73,CUST0073,2026-04-04T20:50:39,1015.16,USD,debit,ach,Merchant/Adeyemi,DE,FIAT,,,,False
TXN278718482E,ACCFC5E29A7,CUST0021,2026-04-04T21:04:05,1884.99,USD,debit,ach,Merchant/Osei,US,FIAT,,,,False
TXNFEAA902949,ACC961021F3,CUST0058,2026-04-04T21:14:12,472.46,USD,credit,card,Merchant/Lee,DE,FIAT,,,,False
TXNB851E77949,ACC0F13B6AE,CUST0038,2026-04-04T22:37:29,2222.11,USD,debit,ach,Merchant/Muller,CA,FIAT,,,,False
TXN3DB1B6788F,ACC0EE28409,CUST0047,2026-04-05T02:18:53,3022.71,USD,credit,card,Merchant/Farouk,SG,FIAT,,,,False
TXN77E8500B37,ACCFD76BC67,CUST0070,2026-04-05T02:31:53,1616.07,USD,debit,ach,Merchant/Novak,SG,FIAT,,,,False
TXNF8C99D1656,ACC5EFC0872,CUST0003,2026-04-05T02:34:17,1745.65,USD,credit,card,Merchant/Adeyemi,DE,FIAT,,,,False
TXNCA2A6C9678,ACC39F0CA15,CUST0084,2026-04-05T03:09:36,1334.51,USD,credit,ach,Merchant/Volkov,GB,FIAT,,,,False
TXN436483EA70,ACC0F13B6AE,CUST0038,2026-04-05T04:51:11,3434.43,USD,debit,ach,Merchant/Haddad,CA,FIAT,,,,False
TXND58CC613D4,ACCA229FF18,CUST0056,2026-04-05T05:55:18,3165.28,USD,debit,card,Merchant/Moreau,FR,FIAT,,,,False
TXNB30AB68FEB,ACC67D2D5E4,CUST0049,2026-04-05T06:33:23,932.61,USD,credit,wire,Merchant/Khan,AU,FIAT,,,,False
TXNF51E869CEE,ACC5D8749DD,CUST0035,2026-04-05T07:02:59,105.84,USD,debit,ach,Merchant/Andersson,SG,FIAT,,,,False
TXN7D0B633BE1,ACCDCF7FDD7,CUST0067,2026-04-05T07:57:00,2274.88,USD,credit,card,Merchant/Farouk,NL,FIAT,,,,False
TXNBEDD39177A,ACC7A6DEBCB,CUST0081,2026-04-05T08:12:24,7066.43,USD,debit,card,Merchant/Adeyemi,AU,FIAT,,,,False
TXNDF877C1886,ACCFD2FB4EE,CUST0008,2026-04-05T09:31:58,1224.09,USD,credit,ach,Merchant/Volkov,DE,FIAT,,,,False
TXN4DB6FE05A3,ACCA229FF18,CUST0056,2026-04-05T10:17:05,890.33,USD,debit,ach,Merchant/Garcia,FR,FIAT,,,,False
TXN4105897512,ACCBF311AB7,CUST0051,2026-04-05T10:36:54,2571.18,USD,credit,wire,Merchant/Adeyemi,NL,FIAT,,,,False
TXN1A2E46C7E0,ACCAF58DD2C,CUST0033,2026-04-05T10:43:32,809.01,USD,debit,wire,Merchant/Okafor,NL,FIAT,,,,False
TXNCF3F02AF20,ACCEA07313F,CUST0075,2026-04-05T11:11:15,640.35,USD,credit,wire,Merchant/Farouk,SG,FIAT,,,,False
TXNF27F139894,ACC5FFE8845,CUST0077,2026-04-05T13:30:24,5681.17,USD,credit,wire,Merchant/Patel,NL,FIAT,,,,False
TXN003B49A0E8,ACCCC1882B4,CUST0089,2026-04-05T14:12:15,8605.8,USD,credit,ach,Merchant/Chen,SG,FIAT,,,,False
TXNDC0C2F2DDC,ACC16F48D07,CUST0040,2026-04-05T14:45:21,3443.67,USD,credit,wire,Merchant/Nguyen,FR,FIAT,,,,False
TXNC4978EE8A7,ACC64971567,CUST0068,2026-04-05T16:31:08,1067.66,USD,credit,ach,Merchant/Silva,DE,FIAT,,,,False
TXN4EF834BF05,ACC53946092,CUST0012,2026-04-05T16:48:06,4424.67,USD,debit,card,Merchant/Okafor,CA,FIAT,,,,False
TXNE0C9BBC534,ACC27103F42,CUST0020,2026-04-05T17:10:48,5679.35,USD,credit,wire,Merchant/Muller,DE,FIAT,,,,False
TXND11842D28D,ACC52C9E5CD,CUST0044,2026-04-05T17:21:54,544.65,USD,credit,ach,Merchant/Lee,CA,FIAT,,,,False
TXN091A659080,ACCEED3F5D7,CUST0006,2026-04-05T17:22:54,1233.35,USD,debit,ach,Merchant/Muller,SG,FIAT,,,,False
TXN0EDE58D828,ACCC503EFC8,CUST0014,2026-04-05T21:59:39,1183.62,USD,debit,wire,Merchant/Cohen,NL,FIAT,,,,False
TXN8BE1A95459,ACC7815A298,CUST0054,2026-04-05T22:37:15,3389.75,USDT,credit,crypto,ClearChain Exchange,US,CRYPTO,USDT,exchange_wallet,BUYER-00AB71,False
TXN38DE150CBA,ACC35543B56,CUST0064,2026-04-05T23:57:17,471.46,USD,credit,card,Merchant/Patel,FR,FIAT,,,,False
TXN70A592BE5F,ACCA229FF18,CUST0056,2026-04-06T00:03:00,3313.17,USD,debit,card,Merchant/Ivanov,FR,FIAT,,,,False
TXN00A9CF75FC,ACC78072F9C,CUST0046,2026-04-06T00:50:56,473.81,USD,credit,ach,Merchant/Kowalski,NL,FIAT,,,,False
TXND220D85316,ACC586AEF9F,CUST0085,2026-04-06T01:11:40,456.68,USD,debit,wire,Merchant/Novak,DE,FIAT,,,,False
TXN317AB1B5B4,ACC78049D8C,CUST0041,2026-04-06T01:23:56,92.02,USD,debit,wire,Merchant/Adeyemi,CA,FIAT,,,,False
TXN481A0FE859,ACC83B973E7,CUST0056,2026-04-06T01:28:23,441.07,USD,credit,card,Merchant/Novak,FR,FIAT,,,,False
TXN7B21814B96,ACCD375BE54,CUST0048,2026-04-06T02:08:11,1363.72,USD,debit,card,Merchant/Moreau,US,FIAT,,,,False
TXN792CF292D2,ACC5EFC0872,CUST0003,2026-04-06T02:35:14,316.32,USD,debit,card,Merchant/Moreau,DE,FIAT,,,,False
TXNDEECE899E3,ACC39F0CA15,CUST0084,2026-04-06T02:55:21,3274.76,USD,credit,card,Merchant/Silva,GB,FIAT,,,,False
TXNA5B80DE3A6,ACCC40869FF,CUST0037,2026-04-06T03:14:19,4087.95,USD,credit,ach,Merchant/Cohen,US,FIAT,,,,False
TXN7D1A952D50,ACCC411DF40,CUST0079,2026-04-06T03:58:06,760.4,USD,credit,wire,Merchant/Adeyemi,SG,FIAT,,,,False
TXN33D9715E1A,ACCD8848F30,CUST0016,2026-04-06T04:47:38,1797.99,USD,debit,ach,Merchant/Lee,CA,FIAT,,,,False
TXNDC49E0D9C6,ACCDCF37C97,CUST0011,2026-04-06T04:55:23,433.06,USD,credit,card,Merchant/Muller,AU,FIAT,,,,False
TXNFFC2F464CB,ACCF1E2B839,CUST0032,2026-04-06T05:21:46,1774.53,USD,debit,ach,Merchant/Nguyen,CA,FIAT,,,,False
TXNF8782C8D99,ACCDB6B7A26,CUST0065,2026-04-06T05:49:24,3394.81,USD,credit,ach,Merchant/Volkov,CA,FIAT,,,,False
TXN95ADD3A255,ACC7C9A1497,CUST0029,2026-04-06T06:07:38,6616.18,USD,credit,wire,Merchant/Garcia,NL,FIAT,,,,False
